GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1313190964,20260712,202607,2026,2026.5260,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,040,040,04,1,1.0,4,1,4,-1.97316495659037,0,,,,,,,,4,"Durban, KwaZulu-Natal, South Africa",SF,SF02,77363,-29.85,31.0167,-1224926,4,"Maseru, Maseru, Lesotho",LT,LT14,18925,-29.3167,27.4833,-1405824,20260712001500,https://www.timeslive.co.za/politics/2026-07-11-high-flying-mashazi-lands-with-a-bump/
1313190965,20260712,202607,2026,2026.5260,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,112,112,11,3,-2.0,5,1,5,-3.36448598130841,0,,,,,,,,4,"Randfontein, Gauteng, South Africa",SF,SF06,77356,-26.1784,27.6903,-1274763,4,"Randfontein, Gauteng, South Africa",SF,SF06,77356,-26.1784,27.6903,-1274763,20260712001500,https://www.timeslive.co.za/news/2026-07-11-fear-hope-and-a-one-way-ticket-home/
1313190966,20260712,202607,2026,2026.5260,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,0,112,112,11,3,-2.0,1,1,1,-3.36448598130841,0,,,,,,,,1,Malawi,MI,MI,,-13.5,34,MI,1,Malawi,MI,MI,,-13.5,34,MI,20260712001500,https://www.timeslive.co.za/news/2026-07-11-fear-hope-and-a-one-way-ticket-home/
1313190967,20260712,202607,2026,2026.5260,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,190,190,19,4,-10.0,4,1,4,0.41580041580041,0,,,,,,,,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364,-26.2,28.0833,-1240261,4,"Johannesburg, Gauteng, South Africa",SF,SF06,77364,-26.2,28.0833,-1240261,20260712001500,https://www.timeslive.co.za/politics/2026-07-11-frank-chikane-emerges-as-anc-frontrunner-for-joburg-mayor-post/
1313190968,20260712,202607,2026,2026.5260,,,,,,,,,,,AFRJUD,AFRICA,AFR,,,,,JUD,,,1,036,036,03,1,4.0,5,1,5,-3.22019147084421,0,,,,,,,,4,"Kempton Park, Gauteng, South Africa",SF,SF06,77346,-26.0988,28.233,-1243108,4,"Kempton Park, Gauteng, South Africa",SF,SF06,77346,-26.0988,28.233,-1243108,20260712001500,https://www.timeslive.co.za/politics/2026-07-11-favours-involving-malema-feroz-khan-and-mo-sayed-laid-bare-at-madlanga-commission/
1313190969,20260712,202607,2026,2026.5260,,,,,,,,,,,AFRJUD,AFRICA,AFR,,,,,JUD,,,1,036,036,03,1,4.0,1,1,1,-3.22019147084421,0,,,,,,,,4,"Madlanga, Eastern Cape, South Africa",SF,SF05,77353,-30.9821,29.2626,-1255482,5,"Gauteng, Gauteng, South Africa",SF,SF06,77346,-26.0833,28.25,204226,20260712001500,https://www.timeslive.co.za/politics/2026-07-11-favours-involving-malema-feroz-khan-and-mo-sayed-laid-bare-at-madlanga-commission/
1313190970,20260712,202607,2026,2026.5260,,,,,,,,,,,ALB,ALBANIA,ALB,,,,,,,,0,010,010,01,1,0.0,13,1,8,-5.70626753975678,0,,,,,,,,4,"Sazan, Vlore, Albania",AL,AL51,4143,40.4917,19.275,-107928,4,"Sazan, Vlore, Albania",AL,AL51,4143,40.4917,19.275,-107928,20260712001500,https://www.newsweek.com/forged-deed-claims-emerge-in-fight-over-kushner-resort-site-12185763
1313190971,20260712,202607,2026,2026.5260,,,,,,,,,,,ALB,ALBANIA,ALB,,,,,,,,0,020,020,02,1,3.0,8,1,8,-5.70626753975678,0,,,,,,,,4,"Sazan, Vlore, Albania",AL,AL51,4143,40.4917,19.275,-107928,4,"Sazan, Vlore, Albania",AL,AL51,4143,40.4917,19.275,-107928,20260712001500,https://www.newsweek.com/forged-deed-claims-emerge-in-fight-over-kushner-resort-site-12185763
1313190972,20260712,202607,2026,2026.5260,,,,,,,,,,,ALB,ALBANIA,ALB,,,,,,,,0,071,071,07,2,7.4,7,1,7,-5.70626753975678,0,,,,,,,,4,"Sazan, Vlore, Albania",AL,AL51,4143,40.4917,19.275,-107928,4,"Sazan, Vlore, Albania",AL,AL51,4143,40.4917,19.275,-107928,20260712001500,https://www.newsweek.com/forged-deed-claims-emerge-in-fight-over-kushner-resort-site-12185763
1313190973,20260712,202607,2026,2026.5260,,,,,,,,,,,ARE,DUBAI,ARE,,,,,,,,1,042,042,04,1,1.9,10,1,10,-1.47058823529412,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260712001500,https://indianexpress.com/article/india/shekhar-suman-associate-under-ed-scanner-was-caught-with-7-4-kg-gold-in-uk-10782476/
1313190974,20260712,202607,2026,2026.5260,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,046,046,04,1,7.0,8,1,8,-5.19249866320374,0,,,,,,,,4,"Toowoomba, Queensland, Australia",AS,AS04,154695,-27.5606,151.954,-1605321,4,"Toowoomba, Queensland, Australia",AS,AS04,154695,-27.5606,151.954,-1605321,20260712001500,https://www.perthnow.com.au/news/qld/jana-armstrong-human-remains-found-at-redbank-creek-as-harristown-man-charged-with-queensland-murder-c-22565589
1313190975,20260712,202607,2026,2026.5260,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,090,090,09,2,-2.0,4,1,4,-4.71698113207548,0,,,,,,,,4,"Toowoomba, Queensland, Australia",AS,AS04,154695,-27.5606,151.954,-1605321,4,"Toowoomba, Queensland, Australia",AS,AS04,154695,-27.5606,151.954,-1605321,20260712001500,https://www.perthnow.com.au/news/crime/man-arrested-after-remains-of-woman-found-in-bushland-c-22565719
1313190976,20260712,202607,2026,2026.5260,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,040,040,04,1,1.0,10,1,10,-0.48076923076923,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260712001500,https://www.unitaid.eu/b2b-statefarm-52nb.html
1313190977,20260712,202607,2026,2026.5260,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,1,042,042,04,1,1.9,8,1,8,-3.73443983402489,0,,,,,,,,4,"Chilliwack, British Columbia, Canada",CA,CA02,12550,49.1667,-121.95,-562560,4,"Chilliwack, British Columbia, Canada",CA,CA02,12550,49.1667,-121.95,-562560,20260712001500,https://hopestandard.com/2026/07/11/photos-cyclists-in-chilliwack-ride-in-rain-to-raise-funds-for-multiple-sclerosis/
1313190978,20260712,202607,2026,2026.5260,,,,,,,,,,,CAN,CANADA,CAN,,,,,,,,0,061,061,06,2,6.4,4,1,4,-4.99438832772166,0,,,,,,,,4,"Guelph, Ontario, Canada",CA,CA08,12688,43.55,-80.25,-565712,4,"Guelph, Ontario, Canada",CA,CA08,12688,43.55,-80.25,-565712,20260712001500,https://www.durhamregion.com/news/michigan-cyclosporiasis-diarrhea-outbreak-fruit-and-vegetables/article_9cb6ac01-44b8-5851-b6e8-0577ae9e18f0.html
1313190979,20260712,202607,2026,2026.5260,,,,,,,,,,,CAN,BRITISH COLUMBIA,CAN,,,,,,,,1,190,190,19,4,-10.0,2,1,2,0,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260712001500,https://www.chroniclejournal.com/news/national/highway-1-reopens-in-fraser-canyon-as-crews-battle-b-c-wildfires/article_bd52ec96-c17c-5806-8e15-6cb4e987ae8e.html
1313190980,20260712,202607,2026,2026.5260,,,,,,,,,,,CHN,ZHEJIANG,CHN,,,,,,,,1,042,042,04,1,1.9,5,1,5,-4.06779661016949,0,,,,,,,,4,"Ishigaki, Okinawa, Japan",JA,JA47,35753,24.3448,124.157,-230719,4,"Ishigaki, Okinawa, Japan",JA,JA47,35753,24.3448,124.157,-230719,20260712001500,http://www.stardem.com/ap/world/typhoon-bavi-makes-landfall-in-eastern-china-as-more-than-1-million-are-evacuated/article_3bbcb1da-bcb7-5b07-ab57-322f828c6d7c.html
1313190981,20260712,202607,2026,2026.5260,,,,,,,,,,,CHN,ZHEJIANG,CHN,,,,,,,,1,042,042,04,1,1.9,5,1,5,-4.12371134020619,0,,,,,,,,4,"Hualien, Hualian Xian, Taiwan",TW,TW10,13277,23.9769,121.604,-2631690,4,"Hualien, Hualian Xian, Taiwan",TW,TW10,13277,23.9769,121.604,-2631690,20260712001500,http://www.philippinetimes.com/news/279181482/more-than-1-million-evacuated-as-typhoon-bavi-makes-landfall-in-china
1313190982,20260712,202607,2026,2026.5260,,,,,,,,,,,CHN,GUANGDONG,CHN,,,,,,,,1,042,042,04,1,1.9,3,1,3,4.37158469945355,0,,,,,,,,4,"Guangdong, Jilin, China",CH,CH05,13176,42.7683,129.336,10884162,4,"Guangdong, Jilin, China",CH,CH05,13176,42.7683,129.336,10884162,20260712001500,https://ysln.ycwb.com/content/2026-07/11/content_54224641.html
1313190983,20260712,202607,2026,2026.5260,,,,,,,,,,,COP,POLICE OFFICER,,,,,,COP,,,0,084,084,08,2,7.0,1,1,1,-4.76947535771065,0,,,,,,,,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,20260712001500,https://indianexpress.com/article/world/ro-khanna-says-armed-settlers-held-him-in-west-bank-what-happened-10782456/
1313190984,20260712,202607,2026,2026.5260,,,,,,,,,,,COP,POLICE OFFICER,,,,,,COP,,,0,084,084,08,2,7.0,3,1,3,-4.76947535771065,0,,,,,,,,4,"Jerusalem, Israel (general), Israel",IS,IS00,18315,31.7667,35.2333,-797092,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260712001500,https://indianexpress.com/article/world/ro-khanna-says-armed-settlers-held-him-in-west-bank-what-happened-10782456/
1313190985,20260712,202607,2026,2026.5260,,,,,,,,,,,COP,POLICE OFFICER,,,,,,COP,,,0,084,084,08,2,7.0,1,1,1,-4.76947535771065,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260712001500,https://indianexpress.com/article/world/ro-khanna-says-armed-settlers-held-him-in-west-bank-what-happened-10782456/
1313190986,20260712,202607,2026,2026.5260,,,,,,,,,,,COP,POLICE,,,,,,COP,,,1,173,173,17,4,-5.0,5,1,5,-5.8682634730539,0,,,,,,,,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20260712001500,https://www.zerohedge.com/political/dhs-deports-convicted-child-rapist-gov-tim-walz-pardoned
1313190987,20260712,202607,2026,2026.5260,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,0,030,030,03,1,4.0,10,1,10,1.72413793103448,0,,,,,,,,3,"Rotary Park, Arizona, United States",US,USAZ,,33.3992,-111.836,14987,3,"Rotary Park, Arizona, United States",US,USAZ,,33.3992,-111.836,14987,20260712001500,https://www.parkrecord.com/2026/07/11/affordable-housing-champion-returns-for-recognition-and-acknowledgment-need-remains/
1313190988,20260712,202607,2026,2026.5260,,,,,,,,,,,CVL,TRAVELLER,,,,,,CVL,,,1,036,036,03,1,4.0,5,1,5,6.33397312859885,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260712001500,https://www.somersetlive.co.uk/whats-on/whats-on-news/people-who-booked-hotel-could-11050128
1313190989,20260712,202607,2026,2026.5260,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,042,042,04,1,1.9,10,1,10,0.546448087431694,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260712001500,https://www.news8000.com/news/environment/families-learn-about-local-wildlife-at-youth-outdoor-fest/article_10cfb1a9-9536-406b-bc0d-faa7aa74f9d6.html
1313190990,20260712,202607,2026,2026.5260,,,,,,,,,,,CVL,CITIZEN,,,,,,CVL,,,0,042,042,04,1,1.9,3,1,3,-5.19439133205864,0,,,,,,,,4,"Ikeja, Lagos, Nigeria",NI,NI05,191295,6.59422,3.33748,-2011499,4,"Ikeja, Lagos, Nigeria",NI,NI05,191295,6.59422,3.33748,-2011499,20260712001500,https://thesun.ng/pfipc-n1-3bn-budget-scandal-national-assembly-under-pressure/
1313190991,20260712,202607,2026,2026.5260,,,,,,,,,,,CVL,NATIVES,,,,,,CVL,,,0,042,042,04,1,1.9,10,1,10,-1.23722431414739,0,,,,,,,,4,"Osun, Nigeria (general), Nigeria",NI,NI00,191219,7.53333,4.05,-2024291,4,"Osun, Nigeria (general), Nigeria",NI,NI00,191219,7.53333,4.05,-2024291,20260712001500,https://thesun.ng/osun-2026-apcs-technocracy-takes-on-accords-populism-2/
1313190992,20260712,202607,2026,2026.5260,,,,,,,,,,,CVL,VILLAGER,,,,,,CVL,,,0,042,042,04,1,1.9,5,1,5,-2.74579273693534,0,,,,,,,,4,"Mullanpur, Punjab, India",IN,IN23,17830,30.8333,75.6667,-2105035,4,"Mullanpur, Punjab, India",IN,IN23,17830,30.8333,75.6667,-2105035,20260712001500,https://indianexpress.com/article/cities/chandigarh/in-punjab-villages-crowds-at-satluj-shows-a-chorus-those-dark-days-should-never-return-10782431/
1313190993,20260712,202607,2026,2026.5260,,,,,,,,,,,CVL,SCIENTIST,,,,,,CVL,,,1,045,045,04,1,5.0,10,1,10,1.01580135440181,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260712001500,https://www.zerohedge.com/covid-19/darpas-chilling-pre-covid-blueprint-predict-manufacture-deploy-pandemics-demand
1313190994,20260712,202607,2026,2026.5260,,,,,,,,,,,CVL,MIGRANT,,,,,,CVL,,,1,141,141,14,3,-6.5,10,1,10,-5.42822677925211,0,,,,,,,,4,"Durban, KwaZulu-Natal, South Africa",SF,SF02,77363,-29.85,31.0167,-1224926,4,"Durban, KwaZulu-Natal, South Africa",SF,SF02,77363,-29.85,31.0167,-1224926,20260712001500,https://www.timeslive.co.za/opinion/2026-07-11-ivor-chipkin-marchers-fear-democracy-more-than-migrants/
1313190995,20260712,202607,2026,2026.5260,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,036,036,03,1,4.0,10,1,10,-0.16393442622951,0,,,,,,,,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,,44.2394,-114.51,ID,20260712001500,https://localnews8.com/news/2026/07/11/museum-of-idaho-hosts-bringing-war-home-project-from-utah-state-university/
1313190996,20260712,202607,2026,2026.5260,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,036,036,03,1,4.0,10,1,10,0.40567951318459,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20260712001500,https://bigfrog104.com/ixp/854/p/new-york-families-may-soon-find-extra-money-on-the-way/
1313190997,20260712,202607,2026,2026.5260,,,,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,042,042,04,1,1.9,10,1,10,7.94044665012407,0,,,,,,,,0,,,,,,,,0,,,,,,,,20260712001500,https://wpde.com/news/local/mullins-native-celebrates-100th-birthday-long-life-fullfilling-celebration-community-members-happy-claudia-mae-hughes-francis-marion-college
1313190998,20260712,202607,2026,2026.5260,,,,,,,,,,,EDU,PUPIL,,,,,,EDU,,,0,043,043,04,1,2.8,10,1,10,6.75105485232068,0,,,,,,,,4,"Nunthorpe, Middlesbrough, United Kingdom",UK,UKI5,40123,54.5167,-1.16667,-2604491,4,"Nunthorpe, Middlesbrough, United Kingdom",UK,UKI5,40123,54.5167,-1.16667,-2604491,20260712001500,https://www.gazettelive.co.uk/news/teesside-news/chandler-ridge-nunthorpe-primary-ofsted-34254687
1313190999,20260712,202607,2026,2026.5260,,,,,,,,,,,EDU,SCHOLAR,,,,,,EDU,,,1,045,045,04,1,5.0,3,1,3,5.14198004604759,0,,,,,,,,4,"Grand Canal, Veneto, Italy",IT,IT20,18418,45.45,12.3167,-118762,4,"Grand Canal, Veneto, Italy",IT,IT20,18418,45.45,12.3167,-118762,20260712001500,https://vanderbilthustler.com/2026/07/11/in-photos-vanderbilt-venice-and-everyone-in-between/
1313191000,20260712,202607,2026,2026.5260,,,,,,,,,,,FRA,FRANCE,FRA,,,,,,,,1,057,057,05,1,8.0,1,1,1,-1.00300902708125,0,,,,,,,,4,"Amiens, Picardie, France",FR,FRB6,16315,49.9,2.3,-1407447,4,"Amiens, Picardie, France",FR,FRB6,16315,49.9,2.3,-1407447,20260712001500,https://www.theepochtimes.com/bright/zebulon-pikes-daring-expeditions-into-the-louisiana-territory-6059125
1313191001,20260712,202607,2026,2026.5260,,,,,,,,,,,FRA,FRANCE,FRA,,,,,,,,1,057,057,05,1,8.0,1,1,1,-1.00300902708125,0,,,,,,,,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,2,"Louisiana, United States",US,USLA,,31.1801,-91.8749,LA,20260712001500,https://www.theepochtimes.com/bright/zebulon-pikes-daring-expeditions-into-the-louisiana-territory-6059125
1313191002,20260712,202607,2026,2026.5260,,,,,,,,,,,FRAGLP,GUADELOUPE,FRA,,,,,,,,1,190,190,19,4,-10.0,2,1,2,1.16279069767442,0,,,,,,,,1,Guadeloupe,GP,GP,,16.25,-61.583333,GP,1,Guadeloupe,GP,GP,,16.25,-61.583333,GP,20260712001500,https://www.mysailing.com.au/drheam-cup-grand-prix-de-france-de-course-au-large-2/
1313191003,20260712,202607,2026,2026.5260,,,,,,,,,,,GBR,LONDON,GBR,,,,,,,,1,042,042,04,1,1.9,1,1,1,-1.97316495659037,0,,,,,,,,4,"Umhlanga, KwaZulu-Natal, South Africa",SF,SF02,77363,-29.7091,31.0956,-1268711,4,"Umhlanga, KwaZulu-Natal, South Africa",SF,SF02,77363,-29.7091,31.0956,-1268711,20260712001500,https://www.timeslive.co.za/politics/2026-07-11-high-flying-mashazi-lands-with-a-bump/
1313191004,20260712,202607,2026,2026.5260,,,,,,,,,,,GBR,LONDON,GBR,,,,,,,,1,042,042,04,1,1.9,2,1,2,-1.97316495659037,0,,,,,,,,4,"Rustenburg, North-West, South Africa",SF,SF10,77346,-25.6676,27.2421,-1279885,4,"Rustenburg, North-West, South Africa",SF,SF10,77346,-25.6676,27.2421,-1279885,20260712001500,https://www.timeslive.co.za/politics/2026-07-11-high-flying-mashazi-lands-with-a-bump/
1313191005,20260712,202607,2026,2026.5260,,,,,,,,,,,GBR,LONDON,GBR,,,,,,,,1,042,042,04,1,1.9,1,1,1,-1.97316495659037,0,,,,,,,,4,"Maseru, Maseru, Lesotho",LT,LT14,18925,-29.3167,27.4833,-1405824,4,"Maseru, Maseru, Lesotho",LT,LT14,18925,-29.3167,27.4833,-1405824,20260712001500,https://www.timeslive.co.za/politics/2026-07-11-high-flying-mashazi-lands-with-a-bump/
1313191006,20260712,202607,2026,2026.5260,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,043,043,04,1,2.8,2,1,2,-6.47887323943662,0,,,,,,,,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260712001500,https://allhiphop.com/news/50-cent-shocks-european-lawmakers-with-bid-to-spring-alleged-cocaine-dealer-from-jail-to-tour/
1313191007,20260712,202607,2026,2026.5260,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,043,043,04,1,2.8,2,1,2,-2.71844660194175,0,,,,,,,,4,"South Yorkshire, United Kingdom (general), United Kingdom",UK,UK00,40130,53.45,-1.25,-2608379,4,"South Yorkshire, United Kingdom (general), United Kingdom",UK,UK00,40130,53.45,-1.25,-2608379,20260712001500,https://www.mirror.co.uk/news/uk-news/reform-mps-given-24-hour-37419660
1313191008,20260712,202607,2026,2026.5260,,,,,,,,,,,GBR,BRITISH,GBR,,,,,,,,1,190,190,19,4,-10.0,8,1,8,0,0,,,,,,,,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,20260712001500,https://www.chroniclejournal.com/news/national/highway-1-reopens-in-fraser-canyon-as-crews-battle-b-c-wildfires/article_bd52ec96-c17c-5806-8e15-6cb4e987ae8e.html
1313191009,20260712,202607,2026,2026.5260,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,046,046,04,1,7.0,8,1,8,-1.19142176330421,0,,,,,,,,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,11543,-23.5333,-46.6167,-671824,4,"Sao Paulo, SãPaulo, Brazil",BR,BR27,11543,-23.5333,-46.6167,-671824,20260712001500,http://www.venezuelastar.com/news/279178482/can-brazil-save-its-carbon-markets
