GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1303423916,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,025,025,02,1,-0.3,4,1,4,-8.997722095672,0,,,,,,,,4,"Queanbeyan, New South Wales, Australia",AS,AS02,4940,-35.3549,149.232,-1596516,4,"Queanbeyan, New South Wales, Australia",AS,AS02,4940,-35.3549,149.232,-1596516,20260511041500,https://www.queanbeyanage.com.au/story/9242664/antony-catalano-appears-after-rehab-for-alleged-march-attack/
1303423917,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,0,025,025,02,1,-0.3,4,1,4,-9.00798175598627,0,,,,,,,,4,"Southern Cross, Victoria, Australia",AS,AS07,5407,-38.3,142.4,-1601296,4,"Southern Cross, Victoria, Australia",AS,AS07,5407,-38.3,142.4,-1601296,20260511041500,https://www.juneesoutherncross.com.au/story/9242664/antony-catalano-appears-after-rehab-for-alleged-march-attack/
1303423918,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,8,1,8,-3.34029227557412,0,,,,,,,,4,"Narooma, New South Wales, Australia",AS,AS02,4997,-36.221,150.131,-1590896,4,"Narooma, New South Wales, Australia",AS,AS02,4997,-36.221,150.131,-1590896,20260511041500,https://www.naroomanewsonline.com.au/story/9243560/australians-evacuated-from-cruise-ship-after-virus-deaths/
1303423919,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,8,1,8,-3.33333333333334,0,,,,,,,,4,"Queanbeyan, New South Wales, Australia",AS,AS02,4940,-35.3549,149.232,-1596516,4,"Queanbeyan, New South Wales, Australia",AS,AS02,4940,-35.3549,149.232,-1596516,20260511041500,https://www.queanbeyanage.com.au/story/9243560/australians-evacuated-from-cruise-ship-after-virus-deaths/
1303423920,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,6,1,6,6.98795180722892,0,,,,,,,,4,"Scone, New South Wales, Australia",AS,AS02,5096,-32.0501,150.869,-1599677,4,"Scone, New South Wales, Australia",AS,AS02,5096,-32.0501,150.869,-1599677,20260511041500,https://www.singletonargus.com.au/story/9243627/scone-racing-carnival-80-year-milestone-marks-major-upgrades/
1303423921,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,042,042,04,1,1.9,8,1,8,-3.34029227557412,0,,,,,,,,4,"Southern Cross, Victoria, Australia",AS,AS07,5407,-38.3,142.4,-1601296,4,"Southern Cross, Victoria, Australia",AS,AS07,5407,-38.3,142.4,-1601296,20260511041500,https://www.juneesoutherncross.com.au/story/9243560/australians-evacuated-from-cruise-ship-after-virus-deaths/
1303423922,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,043,043,04,1,2.8,2,1,2,-3.34029227557412,0,,,,,,,,4,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,4,"Canberra, Australian Capital Territory, Australia",AS,AS01,4940,-35.2833,149.217,-1563952,20260511041500,https://www.wellingtontimes.com.au/story/9243560/australians-evacuated-from-cruise-ship-after-virus-deaths/
1303423923,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSSIE,AUS,,,,,,,,1,043,043,04,1,2.8,8,1,8,-3.34029227557412,0,,,,,,,,4,"Narooma, New South Wales, Australia",AS,AS02,4997,-36.221,150.131,-1590896,4,"Narooma, New South Wales, Australia",AS,AS02,4997,-36.221,150.131,-1590896,20260511041500,https://www.naroomanewsonline.com.au/story/9243560/australians-evacuated-from-cruise-ship-after-virus-deaths/
1303423924,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSSIE,AUS,,,,,,,,1,043,043,04,1,2.8,8,1,8,-3.33333333333334,0,,,,,,,,4,"Queanbeyan, New South Wales, Australia",AS,AS02,4940,-35.3549,149.232,-1596516,4,"Queanbeyan, New South Wales, Australia",AS,AS02,4940,-35.3549,149.232,-1596516,20260511041500,https://www.queanbeyanage.com.au/story/9243560/australians-evacuated-from-cruise-ship-after-virus-deaths/
1303423925,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSSIE,AUS,,,,,,,,1,043,043,04,1,2.8,8,1,8,-3.34029227557412,0,,,,,,,,4,"Southern Cross, Victoria, Australia",AS,AS07,5407,-38.3,142.4,-1601296,4,"Southern Cross, Victoria, Australia",AS,AS07,5407,-38.3,142.4,-1601296,20260511041500,https://www.juneesoutherncross.com.au/story/9243560/australians-evacuated-from-cruise-ship-after-virus-deaths/
1303423926,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-8.7431693989071,0,,,,,,,,4,"Narooma, New South Wales, Australia",AS,AS02,4997,-36.221,150.131,-1590896,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260511041500,https://www.naroomanewsonline.com.au/story/9242664/antony-catalano-appears-after-rehab-for-alleged-march-attack/
1303423927,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-8.7431693989071,0,,,,,,,,4,"Narooma, New South Wales, Australia",AS,AS02,4997,-36.221,150.131,-1590896,4,"Narooma, New South Wales, Australia",AS,AS02,4997,-36.221,150.131,-1590896,20260511041500,https://www.naroomanewsonline.com.au/story/9242664/antony-catalano-appears-after-rehab-for-alleged-march-attack/
1303423928,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-8.997722095672,0,,,,,,,,4,"Queanbeyan, New South Wales, Australia",AS,AS02,4940,-35.3549,149.232,-1596516,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260511041500,https://www.queanbeyanage.com.au/story/9242664/antony-catalano-appears-after-rehab-for-alleged-march-attack/
1303423929,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-8.997722095672,0,,,,,,,,4,"Queanbeyan, New South Wales, Australia",AS,AS02,4940,-35.3549,149.232,-1596516,4,"Queanbeyan, New South Wales, Australia",AS,AS02,4940,-35.3549,149.232,-1596516,20260511041500,https://www.queanbeyanage.com.au/story/9242664/antony-catalano-appears-after-rehab-for-alleged-march-attack/
1303423930,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-9.00798175598627,0,,,,,,,,4,"Southern Cross, Victoria, Australia",AS,AS07,5407,-38.3,142.4,-1601296,4,"Melbourne, Victoria, Australia",AS,AS07,5430,-37.8167,144.967,-1586844,20260511041500,https://www.juneesoutherncross.com.au/story/9242664/antony-catalano-appears-after-rehab-for-alleged-march-attack/
1303423931,20260511,202605,2026,2026.3589,,,,,,,,,,,AUS,AUSTRALIA,AUS,,,,,,,,1,173,173,17,4,-5.0,2,1,2,-9.00798175598627,0,,,,,,,,4,"Southern Cross, Victoria, Australia",AS,AS07,5407,-38.3,142.4,-1601296,4,"Southern Cross, Victoria, Australia",AS,AS07,5407,-38.3,142.4,-1601296,20260511041500,https://www.juneesoutherncross.com.au/story/9242664/antony-catalano-appears-after-rehab-for-alleged-march-attack/
1303423932,20260511,202605,2026,2026.3589,,,,,,,,,,,BUD,BUDDHISM,,,,BUD,,,,,0,1246,124,12,3,-4.0,5,1,5,2.3728813559322,0,,,,,,,,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127,-716583,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,24984,37.5664,127,-716583,20260511041500,https://www.theregister.com/ai-and-ml/2026/05/11/asia-in-brief-chinas-agentic-ai-policy-wants-to-keep-humans-in-the-loop/5237632
1303423933,20260511,202605,2026,2026.3589,,,,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,0,030,030,03,1,4.0,7,1,7,-0.85836909871245,0,,,,,,,,4,"Chen Xia, Anhui, China",CH,CH01,12998,31.6152,118.075,10529614,4,"Chen Xia, Anhui, China",CH,CH01,12998,31.6152,118.075,10529614,20260511041500,http://en.people.cn/n3/2026/0511/c90000-20454783.html
1303423934,20260511,202605,2026,2026.3589,,,,,,,,,,,BUS,INDUSTRY,,,,,,BUS,,,0,030,030,03,1,4.0,3,1,3,-0.85836909871245,0,,,,,,,,4,"Chen Xia, Anhui, China",CH,CH01,12998,31.6152,118.075,10529614,1,Japan,JA,JA,,36,138,JA,20260511041500,http://en.people.cn/n3/2026/0511/c90000-20454783.html
1303423935,20260511,202605,2026,2026.3589,,,,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,036,036,03,1,4.0,5,1,5,3.13479623824451,0,,,,,,,,1,Iran,IR,IR,,32,53,IR,1,Iran,IR,IR,,32,53,IR,20260511041500,https://finance.yahoo.com/markets/stocks/articles/jim-cramer-goldman-sachs-think-183644730.html
1303423936,20260511,202605,2026,2026.3589,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,051,051,05,1,3.4,10,1,10,2.3728813559322,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260511041500,https://www.theregister.com/ai-and-ml/2026/05/11/asia-in-brief-chinas-agentic-ai-policy-wants-to-keep-humans-in-the-loop/5237632
1303423937,20260511,202605,2026,2026.3589,,,,,,,,,,,BUS,MANUFACTURER,,,,,,BUS,,,0,051,051,05,1,3.4,60,6,60,-3.92706872370267,0,,,,,,,,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260511041500,https://www.gazette-news.co.uk/news/national/26093867.uk-set-shed-163-000-jobs-amid-iran-war-fallout---report/
1303423938,20260511,202605,2026,2026.3589,,,,,,,,,,,CHN,SHENZHEN,CHN,,,,,,,,0,036,036,03,1,4.0,10,1,10,1.98019801980198,0,,,,,,,,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,4,"Shenzhen, Guangdong, China",CH,CH30,13036,22.2,111.117,-1925267,20260511041500,http://en.people.cn/n3/2026/0511/c90000-20454843.html
1303423939,20260511,202605,2026,2026.3589,,,,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,042,042,04,1,1.9,3,2,3,-0.416796106451273,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260511041500,https://www.manilatimes.net/2026/05/11/world/china-confirms-trumps-visit-this-week/2340316
1303423940,20260511,202605,2026,2026.3589,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,042,042,04,1,1.9,2,1,2,1.52284263959391,0,,,,,,,,3,"Court Square, Tennessee, United States",US,USTN,,35.1462,-90.0518,1325576,3,"Court Square, Tennessee, United States",US,USTN,,35.1462,-90.0518,1325576,20260511041500,https://www.actionnews5.com/2026/05/11/brownsville-community-gathers-mothers-day-mourn-haywood-high-student-killed-shooting/
1303423941,20260511,202605,2026,2026.3589,,,,,,,,,,,COP,PRISON,,,,,,COP,,,1,043,043,04,1,2.8,10,1,10,-0.21276595744681,0,,,,,,,,2,"Wisconsin, United States",US,USWI,,44.2563,-89.6385,WI,2,"Wisconsin, United States",US,USWI,,44.2563,-89.6385,WI,20260511041500,https://www.wfae.org/united-states-world/2026-05-10/wisconsin-residents-hold-caravans-of-love-to-celebrate-mothers-in-prison
1303423942,20260511,202605,2026,2026.3589,,,,,,,,,,,COP,POLICE,,,,,,COP,,,0,051,051,05,1,3.4,2,1,2,1.52284263959391,0,,,,,,,,3,"Court Square, Tennessee, United States",US,USTN,,35.1462,-90.0518,1325576,3,"Court Square, Tennessee, United States",US,USTN,,35.1462,-90.0518,1325576,20260511041500,https://www.actionnews5.com/2026/05/11/brownsville-community-gathers-mothers-day-mourn-haywood-high-student-killed-shooting/
1303423943,20260511,202605,2026,2026.3589,,,,,,,,,,,CRM,GANGSTER,,,,,,CRM,,,1,020,020,02,1,3.0,5,1,5,-5.29411764705882,0,,,,,,,,1,Afghanistan,AF,AF,,33,66,AF,1,Afghanistan,AF,AF,,33,66,AF,20260511041500,https://www.el-balad.com/17007793
1303423944,20260511,202605,2026,2026.3589,,,,,,,,,,,CVL,RESIDENTS,,,,,,CVL,,,1,020,020,02,1,3.0,5,1,5,-0.87336244541485,0,,,,,,,,3,"Aspen Mine, Colorado, United States",US,USCO,,37.8211,-107.631,187585,3,"Aspen Mine, Colorado, United States",US,USCO,,37.8211,-107.631,187585,20260511041500,https://www.kktv.com/2026/05/11/southern-colorado-city-declares-emergency-amid-water-outage/
1303423945,20260511,202605,2026,2026.3589,,,,,,,,,,,CVL,CITIZEN,,,,,,CVL,,,1,033,033,03,1,5.2,10,1,10,3.37662337662338,0,,,,,,,,1,Egypt,EG,EG,,27,30,EG,1,Egypt,EG,EG,,27,30,EG,20260511041500,https://meobserver.org/middle-east/egypt/2016/02/15/soon-farmers-to-sell-commodities-at-bourse/
1303423946,20260511,202605,2026,2026.3589,,,,,,,,,,,CVL,IMMIGRANT,,,,,,CVL,,,1,036,036,03,1,4.0,6,1,6,1.81818181818181,0,,,,,,,,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,2,"Georgia, United States",US,USGA,,32.9866,-83.6487,GA,20260511041500,https://www.straight.com/listings/events/1465212
1303423947,20260511,202605,2026,2026.3589,,,,,,,,,,,CVL,PRIVATE CITIZEN,,,,,,CVL,,,0,042,042,04,1,1.9,10,1,10,-2.18023255813954,0,,,,,,,,1,North Korea,KN,KN,,40,127,KN,1,North Korea,KN,KN,,40,127,KN,20260511041500,https://english.hani.co.kr/arti/english_edition/e_national/371995.html
1303423948,20260511,202605,2026,2026.3589,,,,,,,,,,,CVL,POPULATION,,,,,,CVL,,,1,046,046,04,1,7.0,2,1,2,-5.78313253012049,0,,,,,,,,4,"Rotterdam, Zuid-Holland, Netherlands",NL,NL11,22377,51.9167,4.5,-2152403,4,"Rotterdam, Zuid-Holland, Netherlands",NL,NL11,22377,51.9167,4.5,-2152403,20260511041500,https://www.el-balad.com/17007801
1303423949,20260511,202605,2026,2026.3589,,,,,,,,,,,CVL,POPULATION,,,,,,CVL,,,0,100,100,10,3,-5.0,6,1,6,1.89274447949527,0,,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20260511041500,https://www.stgeorgeutah.com/news/a-pivotal-moment-dixie-tech-hosts-first-of-several-talks-on-housing-issues/article_d578b143-98be-4c09-8828-a6857f4a8847.html
1303423950,20260511,202605,2026,2026.3589,,,,,,,,,,,DEU,GERMANY,DEU,,,,,,,,1,042,042,04,1,1.9,10,1,10,3.16742081447964,0,,,,,,,,5,"Lower Saxony, Niedersachsen, Germany",GM,GM06,40698,52,10,-1833951,5,"Lower Saxony, Niedersachsen, Germany",GM,GM06,40698,52,10,-1833951,20260511041500,https://www.potatopro.com/news/2026/potatoeurope-2026-showcase-potato-technology-machinery-and-field-innovations-germany
1303423951,20260511,202605,2026,2026.3589,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,043,043,04,1,2.8,20,1,20,3.13351498637602,0,,,,,,,,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20260511041500,http://en.people.cn/n3/2026/0511/c90000-20454738.html
1303423952,20260511,202605,2026,2026.3589,,,,,,,,,,,EDU,STUDENT,,,,,,EDU,,,0,043,043,04,1,2.8,10,1,10,0.94451003541913,0,,,,,,,,4,"Danchadi, Sokoto, Nigeria",NI,NI51,23079,12.8002,5.21449,-2004392,4,"Danchadi, Sokoto, Nigeria",NI,NI51,23079,12.8002,5.21449,-2004392,20260511041500,https://dailytrust.com/sokoto-n1bn-school-project-remains-shut-9-years-after-completion/
1303423953,20260511,202605,2026,2026.3589,,,,,,,,,,,ESP,MADRID,ESP,,,,,,,,1,042,042,04,1,1.9,3,1,3,-7.23404255319149,0,,,,,,,,4,"Tenerife, AndalucíSP, Spain",SP,SP51,25776,37.2879,-1.74901,-404088,1,United Kingdom,UK,UK,,54,-4,UK,20260511041500,https://theshillongtimes.com/2026/05/11/flight-evacuates-spaniards-from-hantavirus-hit-cruise/
1303423954,20260511,202605,2026,2026.3589,,,,,,,,,,,ESP,SPAIN,ESP,,,,,,,,1,042,042,04,1,1.9,6,1,6,-5.86907449209932,0,,,,,,,,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,20260511041500,https://www.moneycontrol.com/world/americans-from-hantavirus-hit-cruise-ship-may-not-necessarily-face-quarantine-article-13914592.html
1303423955,20260511,202605,2026,2026.3589,,,,,,,,,,,FRA,PARIS,FRA,,,,,,,,0,036,036,03,1,4.0,10,1,10,7.30593607305936,0,,,,,,,,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,20260511041500,https://www.moneycontrol.com/entertainment/alia-bhatt-leaves-for-cannes-film-festival-2026-in-chic-airport-look-to-return-for-the-second-time-article-13914575.html
1303423956,20260511,202605,2026,2026.3589,,,,,,,,,,,FRA,CANNES,FRA,,,,,,,,1,042,042,04,1,1.9,12,1,8,7.30593607305936,0,,,,,,,,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,70184,18.975,72.8258,-2092174,20260511041500,https://www.moneycontrol.com/entertainment/alia-bhatt-leaves-for-cannes-film-festival-2026-in-chic-airport-look-to-return-for-the-second-time-article-13914575.html
1303423957,20260511,202605,2026,2026.3589,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,0241,024,02,1,-0.3,4,1,4,-5.36858974358975,0,,,,,,,,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260511041500,https://www.politico.eu/article/keir-starmer-labour-party-leadership-chaos/
1303423958,20260511,202605,2026,2026.3589,,,,,,,,,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,0241,024,02,1,-0.3,4,1,4,-5.36858974358975,0,,,,,,,,4,"Manchester, Manchester, United Kingdom",UK,UKI2,40118,53.5,-2.21667,-2602512,4,"Manchester, Manchester, United Kingdom",UK,UKI2,40118,53.5,-2.21667,-2602512,20260511041500,https://www.politico.eu/article/keir-starmer-labour-party-leadership-chaos/
1303423959,20260511,202605,2026,2026.3589,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,013,013,01,1,0.4,4,1,4,4.57746478873239,0,,,,,,,,5,"Tamil Nadu, Tamil Nadu, India",IN,IN25,70248,11,78,-2112557,5,"Tamil Nadu, Tamil Nadu, India",IN,IN25,70248,11,78,-2112557,20260511041500,https://theshillongtimes.com/2026/05/11/pm-congratulates-new-tamil-nadu-cm-vijay-over-phone/
1303423960,20260511,202605,2026,2026.3589,,,,,,,,,,,GOV,MINIST,,,,,,GOV,,,1,020,020,02,1,3.0,10,1,10,-5.36858974358975,0,,,,,,,,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20260511041500,https://www.politico.eu/article/keir-starmer-labour-party-leadership-chaos/
1303423961,20260511,202605,2026,2026.3589,,,,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,036,036,03,1,4.0,3,1,3,-1.30970724191063,0,,,,,,,,1,Nigeria,NI,NI,,10,8,NI,1,Nigeria,NI,NI,,10,8,NI,20260511041500,https://dailytrust.com/tinubu-2007-in-2027/
